Stations_id,von_datum,bis_datum,Stationshoehe,geoBreite,geoLaenge,Stationsname,Bundesland
5490,19900602,20260112,233,51.8454,10.7686,Wernigerode,Sachsen-Anhalt
5516,19960613,20260112,3,54.5283,11.0606,Fehmarn,Schleswig-Holstein
5538,20180125,20260112,551,47.8827,11.1576,Wielenbach (Demollstr.),Bayern
5546,19900618,20260112,187,52.1206,12.4586,Wiesenburg,Brandenburg
5564,19900705,19920328,88,51.1167,6.2167,Wildenrath,Nordrhein-Westfalen
5629,19900602,20260112,105,51.8891,12.6446,Wittenberg,Sachsen-Anhalt
5640,19900701,20260110,7,53.5444,7.6625,Wittmundhafen,Niedersachsen
5642,19950928,20010911,72,53.1833,12.5167,Wittstock,Brandenburg
5663,19920316,19960723,118,53.4618,13.6099,Woldegk,Mecklenburg-Vorpommern
5697,19911102,19930329,10,52.6167,14.2333,Wriezen,Brandenburg
5705,19900701,20260112,268,49.7704,9.9576,Würzburg,Bayern
5715,19900702,20260110,49,52.4626,9.4245,Wunstorf,Niedersachsen
5779,19900602,20260112,877,50.7313,13.7516,Zinnwald-Georgenfeld,Sachsen
5792,19900701,20260112,2956,47.421,10.9848,Zugspitze,Bayern
5797,20140922,20260112,349,50.6879,12.4329,Lichtentanne,Sachsen
5800,19900705,20260112,615,49.028,13.2385,Zwiesel,Bayern
5825,20120704,20260112,41,52.6198,12.7867,Berge,Brandenburg
5839,19970719,20241210,0,53.3881,7.2287,Emden,Niedersachsen
5851,20081101,20260112,392,51.0806,8.8769,Frankenberg-Geismar,Hessen
5856,19970206,20260112,476,48.5451,13.3532,Fürstenzell,Bayern
5871,19970702,20260112,497,49.9463,7.2645,Hahn,Rheinland-Pfalz
5877,20090710,20260112,5,54.316,10.8002,Putlos,Schleswig-Holstein
5906,19900701,20260112,98,49.5063,8.5584,Mannheim,Baden-Württemberg
5930,19900701,20260112,1,54.641,10.0238,Schönhagen (Ostseebad),Schleswig-Holstein
6091,20091201,20260112,14,53.7674,7.6721,Spiekeroog (SWN),Niedersachsen
6096,20061017,20260112,416,49.1423,10.7301,Altmühlsee,Bayern
6097,20071016,20260112,4,54.4738,12.5014,Darßer Ort (SWN),Mecklenburg-Vorpommern
6098,20060913,20100501,398,47.8147,9.0237,Stockach-Espasingen,Baden-Württemberg
6099,20060925,20260112,449,47.702,8.7318,Gailingen,Baden-Württemberg
6101,20071016,20260112,51,54.1323,11.6719,Bastorf-Kägsdorf (SWN),Mecklenburg-Vorpommern
6102,20070927,20260112,397,47.5396,9.6843,Lindau (SWN),Bayern
6103,20071010,20260112,923,47.4287,11.2616,Mittenwald/Obb.,Bayern
6106,20071210,20260112,62,53.3311,12.7149,Rechlin,Mecklenburg-Vorpommern
6107,20080620,20260112,703,47.8076,9.1035,Sipplingen (SWN),Baden-Württemberg
6108,20060505,20260112,7,53.7197,9.4192,Ruthenstrom,Niedersachsen
6124,19940604,19960219,14,53.8,7.9,Wangerooge (A),Niedersachsen
6159,20081201,20260112,8,52.9542,7.3197,Dörpen,Niedersachsen
6163,19991004,20260112,27,54.1654,10.3519,Dörnick,Schleswig-Holstein
6184,20040717,20040717,6,53.5333,8.1667,Wilhelmshaven (Flugplatz),Niedersachsen
6189,19930301,19940527,34,53.1333,9.35,Rotenburg (Wümme) (Flugplatz),Niedersachsen
6196,20110519,20260112,611,50.1587,12.0386,Selb-Spielberg,Bayern
6197,20001012,20260112,258,51.8664,9.271,Lügde-Paenbruch,Nordrhein-Westfalen
6211,20070823,20260112,464,47.955,12.1735,Vogtareuth (Kläranlage),Bayern
6238,20061019,20170729,675,47.9946,11.269,Starnberg-Perchting,Bayern
6253,20071001,20260112,31,52.4228,12.5667,Brandenburg/Havel,Brandenburg
6292,20090423,20100725,5,54.6833,6.7833,Nordseeboje 3,Hamburg
6314,20061124,20260112,306,51.0507,13.3003,Nossen,Sachsen
6320,20201104,20260112,560,50.2272,6.7524,Kirchweiler,Rheinland-Pfalz
6329,20201104,20260112,128,49.8559,7.9806,Sprendlingen,Rheinland-Pfalz
6333,20201104,20260112,650,49.7286,7.1289,Hüttgeswasen,Rheinland-Pfalz
6344,20100927,20260112,168,50.394,8.1423,Runkel-Ennerich,Hessen
7244,19910319,20040930,62,53.1424,13.0319,Neuglobsow (HM),Brandenburg
7308,20080827,20180125,541,47.8847,11.154,Wielenbach,Bayern
7325,20110901,20151231,2650,47.4165,10.9795,Schneefernerhaus,Bayern
7340,20080719,20191215,84,50.3713,7.5791,Koblenz (Falckensteinkaserne),Rheinland-Pfalz
7341,20050718,20260112,119,50.09,8.7862,Offenbach-Wetterpark,Hessen
7351,20050908,20260112,115,53.3176,13.4175,Feldberg/Mecklenburg,Mecklenburg-Vorpommern
7367,20071201,20260112,144,51.9643,9.8072,Alfeld,Niedersachsen
7368,20071101,20260112,312,51.0007,10.3621,Eisenach,Thüringen
7369,20071101,20260112,475,49.1623,10.3661,Feuchtwangen-Heilbronn,Bayern
7370,20061211,20260112,499,49.391,12.6838,Waldmünchen,Bayern
7374,20060301,20260112,46,52.0813,6.9409,Ahaus,Nordrhein-Westfalen
7389,20130411,20260112,83,52.7461,13.8427,Heckelberg,Brandenburg
7391,20120201,20260112,443,49.5561,8.9669,Oberzent-Beerfelden-Vogelherd,Hessen
7392,20080101,20260112,304,50.3332,10.4487,Aubstadt,Bayern
7393,20100101,20260112,116,51.4492,14.2533,Hoyerswerda,Sachsen
7394,20060601,20260112,622,50.0315,11.9745,Wunsiedel-Schönbrunn,Bayern
7395,20071201,20260112,351,48.6595,12.5388,Gottfrieding,Bayern
7396,20080501,20260112,740,50.5084,9.2246,Hoherodskopf/Vogelsberg,Hessen
7403,20070330,20260112,672,47.7955,10.0325,Leutkirch-Herlazhofen,Baden-Württemberg
7410,20110201,20260112,350,50.7513,9.0224,Neu-Ulrichstein,Hessen
7412,20061001,20260112,340,50.0083,9.4238,Neuhütten/Spessart,Bayern
7416,20081001,20260112,541,51.0112,8.2733,Birkelbach,Nordrhein-Westfalen
10510,20090101,20260112,244,48.8059,9.5046,Winterbach/Remstal,Baden-Württemberg
13674,20070801,20260112,237,49.2943,8.9053,Waibstadt,Baden-Württemberg
13676,20100101,20260112,378,48.8608,12.0323,Langquaid-Oberschneidhart,Bayern
13693,20080828,20260112,70,51.9258,8.3111,Gütersloh/Ems,Nordrhein-Westfalen
13701,20080901,20260112,250,51.1945,9.9885,Eschwege-Eltmannshausen,Hessen
13711,20161201,20260112,289,50.682,11.515,Krölpa-Rockendorf,Thüringen
13900,20081001,20260112,145,50.2688,9.358,Soden,Hessen
13901,20081201,20260112,41,51.7343,7.1998,Haltern (Wasserwerk),Nordrhein-Westfalen
13904,20080915,20100426,3,55,6.3333,Nordseeboje 2,Hamburg
13932,20081101,20260112,388,48.3617,13.1938,Rotthalmünster (Landwirtschaftsamt),Bayern
13952,20090201,20260112,278,51.4089,8.0094,Arnsberg-Müschede,Nordrhein-Westfalen
13965,20081201,20260112,619,48.2639,8.8134,Balingen-Bronnhaupten,Baden-Württemberg
14006,20201104,20260112,145,49.3683,8.1854,Mußbach (Neustadt),Rheinland-Pfalz
14007,20200921,20260112,164,49.9596,8.236,Mainz-Marienborn,Rheinland-Pfalz
14008,20201104,20260112,245,49.8228,8.1044,Rommersheim (Eichenhof),Rheinland-Pfalz
14009,20200930,20260112,110,49.401,8.3478,Schifferstadt,Rheinland-Pfalz
14010,20201104,20260112,274,50.5582,7.0317,Esch/Swistbach,Rheinland-Pfalz
14011,20201104,20260112,309,50.4528,7.6528,Grenzau,Rheinland-Pfalz
14012,20230313,20260112,184,49.8598,7.8487,Kreuznach,Rheinland-Pfalz
14013,20201104,20260112,92,49.8447,8.3492,Oppenheim/ Rhein,Rheinland-Pfalz
14014,20200930,20260112,224,49.7271,8.1168,Kettenheim (Eichhof),Rheinland-Pfalz
14015,20201104,20260112,388,50.1587,7.4972,Gondershausen,Rheinland-Pfalz
14016,20201104,20260112,98,49.5871,8.3414,Kleinniedesheim,Rheinland-Pfalz
14017,20201104,20260112,144,49.1582,8.2536,Herxheimweyher,Rheinland-Pfalz
14018,20201104,20260112,180,49.5189,8.1875,Dackenheim/Pfalz,Rheinland-Pfalz
14019,20201104,20260112,129,49.2449,8.2912,Lustadt,Rheinland-Pfalz
14020,20201104,20260112,195,50.2558,7.3535,Münstermaifeld,Rheinland-Pfalz
14021,20201104,20260112,209,49.827,8.332,Dienheim,Rheinland-Pfalz
14022,20201104,20260112,461,49.6353,7.2105,Dienstweiler,Rheinland-Pfalz
14023,20201104,20260112,476,50.1419,6.3126,Strickscheid,Rheinland-Pfalz
14024,20200930,20250327,197,49.9678,6.8593,Wittlich,Rheinland-Pfalz
14025,20201104,20260112,526,50.2596,6.802,Dreis-Brück,Rheinland-Pfalz
14026,20201104,20260112,312,50.7316,7.7003,Isert,Rheinland-Pfalz
14027,20201104,20260112,372,50.2642,8.0073,Berghausen,Rheinland-Pfalz
14028,20201104,20260112,411,49.3684,7.4688,Martinshöhe,Rheinland-Pfalz
14029,20201104,20260112,418,50.0005,7.5927,Wahlbach/Hunsr.,Rheinland-Pfalz
14030,20201104,20260112,307,49.4716,7.762,Morlautern,Rheinland-Pfalz
14031,20201104,20260112,369,49.5725,6.4647,Merzkirchen,Rheinland-Pfalz
14032,20201104,20260112,91,50.4468,7.5357,Heimbach-Weis/Rhein,Rheinland-Pfalz
14033,20201104,20260112,248,49.7539,6.6933,Avelsbach,Rheinland-Pfalz
14034,20201104,20260112,143,49.8004,6.7833,Riol,Rheinland-Pfalz
14035,20201104,20260112,194,49.6334,8.0278,Weierhof,Rheinland-Pfalz
14036,20201104,20260112,529,50.0708,6.6242,Steinborn,Rheinland-Pfalz
14037,20201104,20260112,325,50.0069,6.4606,Wiersdorf/Stausee Bitburg,Rheinland-Pfalz
14038,20201104,20260112,169,49.7756,7.6128,Meddersheim,Rheinland-Pfalz
14040,20230313,20260112,144,49.2606,8.1549,Edesheim,Rheinland-Pfalz
14041,20230313,20260112,159,49.0379,7.9916,Schweighofen,Rheinland-Pfalz
14042,20201104,20260112,150,50.5849,7.1455,Leimersdorf-Nierendorf,Rheinland-Pfalz
14043,20220208,20260112,155,50.3837,7.5325,Mülheim-Kärlich,Rheinland-Pfalz
14044,20211129,20260112,219,49.9747,8.0986,Ingelheim/Rhein,Rheinland-Pfalz
14045,20211129,20260112,88,50.0069,8.0915,Heidenfahrt,Rheinland-Pfalz
14046,20220203,20260112,116,49.9512,8.0074,Gau-Algesheim,Rheinland-Pfalz
14047,20230313,20260112,119,49.5092,8.1998,Freinsheim,Rheinland-Pfalz
14048,20230313,20260112,203,50.0593,7.7603,Bacharach,Rheinland-Pfalz
14049,20230313,20260112,120,50.2531,7.5998,Boppard,Rheinland-Pfalz
14050,20230313,20260112,130,49.5206,8.2545,Weisenheim,Rheinland-Pfalz
14051,20230313,20260112,180,49.1838,8.0837,Landau-Wollmesheim,Rheinland-Pfalz
14052,20201104,20260112,192,49.2165,8.0479,Siebeldingen,Rheinland-Pfalz
14053,20230313,20260112,121,49.2237,8.1139,Landau-Nussdorf,Rheinland-Pfalz
14054,20230313,20260112,213,49.1077,7.997,Bergzabern,Rheinland-Pfalz
14055,20230313,20260112,198,49.054,7.9701,Schweigen-Rechtenbach,Rheinland-Pfalz
14056,20230313,20260112,228,49.5825,8.1517,Grünstadt-Asselheim,Rheinland-Pfalz
14057,20230313,20260112,186,49.544,8.1606,Grünstadt-Sausenheim,Rheinland-Pfalz
14058,20230313,20260112,140,49.4624,8.2029,Dürkheim,Rheinland-Pfalz
14059,20230313,20260112,147,49.2941,8.1503,Maikammer/Pfalz,Rheinland-Pfalz
14061,20230313,20260112,98,49.4622,8.2692,Ellerstadt/Pfalz,Rheinland-Pfalz
14062,20230313,20260112,132,49.1048,8.0993,Steinweiler,Rheinland-Pfalz
14063,20200930,20260112,88,49.9566,7.9642,Bingen-Gaulsheim,Rheinland-Pfalz
14065,20201104,20260112,115,49.6057,8.2531,Offstein,Rheinland-Pfalz
14069,20230313,20260112,197,49.6461,8.1482,Zellertal,Rheinland-Pfalz
14070,20230313,20260112,89,49.8847,8.3374,Nierstein,Rheinland-Pfalz
14071,20211120,20260112,180,49.6384,7.5749,Wiesweiler,Rheinland-Pfalz
14072,20201104,20260112,133,50.0902,7.1401,Neef,Rheinland-Pfalz
14073,20230313,20260112,151,49.6715,6.5784,Kanzem,Rheinland-Pfalz
14074,20230313,20260112,188,49.6596,6.444,Nittel,Rheinland-Pfalz
14075,20230313,20260112,126,49.9145,6.9979,Brauneberg,Rheinland-Pfalz
14076,20230313,20260112,212,49.9524,7.0265,Zeltingen,Rheinland-Pfalz
14077,20230313,20260112,132,49.9792,7.1089,Traben-Trarbach/Mosel,Rheinland-Pfalz
14078,20230313,20260112,140,50.1706,7.2493,Pommern,Rheinland-Pfalz
14079,20230313,20260112,85,50.3126,7.5018,Winningen/Weinberg,Rheinland-Pfalz
14080,20230313,20260112,140,50.5126,7.013,Mayschoß,Rheinland-Pfalz
14081,20211129,20260112,156,50.2286,7.4138,Hatzenport,Rheinland-Pfalz
14082,20230313,20260112,186,49.9198,7.0759,Bernkastel-Kues/Mosel,Rheinland-Pfalz
14083,20230313,20260112,150,50.1058,7.1326,Calmont,Rheinland-Pfalz
14084,20230313,20260112,113,49.8072,8.3418,Guntersblum/Rheinhessen,Rheinland-Pfalz
14085,20230313,20260112,251,49.695,8.1469,Flomborn,Rheinland-Pfalz
14086,20230313,20260112,132,49.7491,8.3143,Alsheim,Rheinland-Pfalz
14087,20230313,20260112,150,49.7241,8.2729,Bechtheim,Rheinland-Pfalz
14088,20230313,20260112,104,50.0355,7.1487,Briedel,Rheinland-Pfalz
14089,20230313,20260112,93,50.1428,7.1988,Valwig,Rheinland-Pfalz
14090,20230313,20260112,111,49.6387,8.2969,Worms-Leiselheim,Rheinland-Pfalz
14092,20230313,20260112,120,49.9319,8.2988,Bodenheim,Rheinland-Pfalz
14093,20211120,20260112,211,49.9719,8.186,Drais-Finthen,Rheinland-Pfalz
14094,20230313,20260112,109,49.4267,8.2229,Deidesheim-Niederkirchen,Rheinland-Pfalz
14095,20230313,20260112,148,49.6823,8.2434,Gundheim/Rheinhessen,Rheinland-Pfalz
14096,20230313,20260112,150,50.6225,6.9916,Klein-Altendorf,Nordrhein-Westfalen
14097,20230313,20260112,179,49.4901,8.1685,Leistadt-Kallstadt,Rheinland-Pfalz
14098,20230313,20260112,122,49.8343,6.8778,Leiwen/Mosel,Rheinland-Pfalz
14099,20230313,20260112,225,50.3247,7.2303,Mayen/Nette,Rheinland-Pfalz
14100,20230313,20260112,188,49.8132,7.7955,Norheim,Rheinland-Pfalz
14101,20230313,20260112,139,49.8858,6.9111,Piesport/Mosel,Rheinland-Pfalz
14102,20230313,20260112,135,49.8013,6.8488,Pölich,Rheinland-Pfalz
14103,20230313,20260112,102,49.3598,8.4214,Speyer/Rhein,Rheinland-Pfalz
14104,20230313,20260112,113,50.0233,7.1828,Zell,Rheinland-Pfalz
14105,20230313,20260112,238,49.9017,8.2244,Zornheim,Rheinland-Pfalz
14108,20201104,20260112,95,49.7474,8.3839,Eich/Rheinhessen,Rheinland-Pfalz
14109,20201105,20260112,290,49.9357,6.2523,Körperich-Gaytalpark,Rheinland-Pfalz
14138,20090915,20151231,73,52.1655,14.1224,Falkenberg (Grenzschichtmessfeld),Brandenburg
14139,20201104,20260112,610,49.8967,7.5869,Entenpfuhl,Rheinland-Pfalz
15000,20110401,20260112,231,50.7983,6.0244,Aachen-Orsbach,Nordrhein-Westfalen
15044,20111001,20260112,199,50.4517,7.4058,Neuwied-Feldkirchen-Hüllenberg,Rheinland-Pfalz
15120,20120301,20260112,379,51.5572,8.7019,Haaren,Nordrhein-Westfalen
15122,20120401,20260112,380,49.52,10.2854,Ergersheim-Neuherberg,Bayern
15187,20210118,20260112,606,49.2703,7.8264,Hortenkopf,Rheinland-Pfalz
15189,20130501,20260112,12,53.8281,12.5936,Sukow-Levitzow,Mecklenburg-Vorpommern
15190,20180701,20260112,18,51.6802,6.4349,Xanten (Wasserwerk),Nordrhein-Westfalen
15194,20240401,20260112,129,52.0688,10.6245,Börßum-Achim,Niedersachsen
15200,20130601,20260112,327,51.2531,7.2157,Wuppertal,Nordrhein-Westfalen
15207,20131101,20260112,317,51.2835,9.359,Schauenburg-Elgershausen,Hessen
15214,20131101,20260112,808,47.6248,10.8075,Halblech-Bayerniederhofen,Bayern
15249,20201104,20260112,560,50.6936,8.0884,Liebenscheid,Rheinland-Pfalz
15444,20140901,20260112,593,48.4418,9.9216,Ulm-Mähringen,Baden-Württemberg
15520,20150901,20260112,656,47.819,12.2956,Frasdorf-Greimelberg,Bayern
15547,20161001,20260112,214,49.1259,9.1428,Heilbronn/Neckar,Baden-Württemberg
15555,20240823,20260112,815,47.8761,10.5849,Kaufbeuren-Oberbeuren,Bayern
15561,20201104,20260112,247,49.7461,7.3919,Fischbach/Nahe,Rheinland-Pfalz
15569,20201104,20260112,155,49.8073,7.9546,Wöllstein,Rheinland-Pfalz
15801,20201001,20260112,718,48.8257,13.5922,Hinterschmiding-Sonndorf,Bayern
15813,20220301,20260112,40,52.5126,7.4131,Lingen-Baccum,Niedersachsen
15821,20231011,20260112,387,49.8703,7.689,Gauchsberg,Rheinland-Pfalz
15822,20250701,20260112,369,49.4324,7.9086,Hochspeyer/Pfalz,Rheinland-Pfalz
15823,20250701,20260112,514,49.2752,7.8021,Merzalben,Rheinland-Pfalz
15824,20250701,20260112,593,49.6331,7.9211,Dannenfels/Donnersberg,Rheinland-Pfalz
15825,20250629,20260112,650,49.6953,7.0288,Hermeskeil (Thiergarten),Rheinland-Pfalz
15828,20250701,20260112,565,49.5774,6.774,Holzbach,Rheinland-Pfalz
15829,20231008,20250630,136,49.0474,8.086,Schaidt,Rheinland-Pfalz
15850,20231008,20260109,416,49.5248,7.6431,Frankelbach,Rheinland-Pfalz
15911,20210601,20260112,279,51.1347,14.4344,Großpostwitz-Denkwitz,Sachsen
15958,20201104,20260112,287,50.3996,7.2651,Glees/Laacher See,Rheinland-Pfalz
15976,20200401,20260112,216,49.9529,8.2107,Ober-Olm/Bellem,Rheinland-Pfalz
15978,20200401,20260112,316,49.5044,7.8618,Sembach,Rheinland-Pfalz
17572,20231114,20260112,140,50.0395,8.4099,Flörsheim-Wicker,Hessen
17574,20231122,20260112,152,49.4372,8.1959,Wachenheim/Pfalz,Rheinland-Pfalz
17575,20250507,20260112,85,49.8509,8.3771,Oppenheim (Lange Äcker),Rheinland-Pfalz
17576,20250317,20260112,123,49.8657,8.2433,Selzen,Rheinland-Pfalz
17577,20231114,20260112,182,49.795,8.2532,Dolgesheim,Rheinland-Pfalz
17578,20231114,20260112,121,50.5497,7.1461,Neuenahr,Rheinland-Pfalz
17580,20231114,20260112,253,49.6972,6.6348,Konz-Niedermennig,Rheinland-Pfalz
17581,20250402,20260112,117,49.3945,8.1923,Ruppertsberg/Weinstraße,Rheinland-Pfalz
17582,20231114,20260112,100,49.438,8.3329,Mutterstadt,Rheinland-Pfalz
17583,20231114,20260112,98,49.4395,8.3977,Ludwigshafen-Rheingönheim,Rheinland-Pfalz
17584,20231114,20260112,100,49.5361,8.3246,Frankenthal/Pfalz,Rheinland-Pfalz
17585,20231114,20260112,95,49.5069,8.3229,Frankenthal/Pfalz-Eppstein,Rheinland-Pfalz
17586,20231114,20260112,111,49.4049,8.2631,Meckenheim/Pfalz,Rheinland-Pfalz
17587,20231114,20260112,100,50.4611,7.3731,Leutesdorf,Rheinland-Pfalz
17588,20231114,20260112,161,49.5576,8.2204,Laumersheim,Rheinland-Pfalz
17589,20231114,20260112,281,49.8488,6.8634,Klüsserath,Rheinland-Pfalz
17590,20231114,20260112,134,49.313,8.204,Neustadt/Weinstraße-Lachen-Speyerdorf,Rheinland-Pfalz
17591,20231114,20260112,176,50.1111,7.7149,Oberwesel (Klippelberg),Rheinland-Pfalz
17592,20231114,20260112,144,49.8931,7.8616,Guldental,Rheinland-Pfalz
17593,20231114,20260112,132,50.1873,7.3431,Müden/Mosel,Rheinland-Pfalz
17594,20231114,20260112,98,49.4141,8.3975,Limburgerhof/Pfalz,Rheinland-Pfalz
17595,20231114,20260112,94,49.5566,8.4021,Frankenthal/Pfalz-Mörsch,Rheinland-Pfalz
17596,20231114,20260112,131,49.2658,8.2244,Freimersheim/Pfalz,Rheinland-Pfalz
17597,20250402,20260112,197,49.9391,6.9853,Maring-Noviand/Lieser,Rheinland-Pfalz
17598,20231114,20260112,150,49.8811,8.1489,Saulheim,Rheinland-Pfalz
19100,20201104,20260112,97,50.4563,7.4962,Neuwied-Torney,Rheinland-Pfalz
19171,20200901,20260112,13,54.0039,9.8555,Hasenkrug-Hardebek,Schleswig-Holstein
19207,20230401,20260112,16,53.8178,12.0645,Gülzow-Prüzen,Mecklenburg-Vorpommern
19243,20240101,20260112,8,54.6831,8.4721,Föhr,Schleswig-Holstein
19303,20220228,20260112,200,49.9224,8.0183,Appenheim,Rheinland-Pfalz
19304,20220228,20260112,123,49.9152,7.9555,Dromersheim,Rheinland-Pfalz
19310,20230130,20260112,175,50.2356,8.6764,Ober-Erlenbach,Hessen
19311,20230130,20260112,81,49.9807,7.9587,Geisenheim/Rhein,Hessen
19312,20230130,20260112,188,51.3188,9.8724,Witzenhausen-Wendershausen,Hessen
19313,20230130,20260112,89,49.8431,8.5462,Griesheim b. Darmstadt,Hessen
19314,20230130,20260112,185,50.3242,8.7196,Friedberg-Ockstadt,Hessen
19315,20230130,20260112,86,49.8537,8.4536,Riedstadt,Hessen
19316,20230130,20260112,228,51.1634,10.0256,Vogelsburg,Hessen
19444,20230130,20260112,249,51.5261,9.4725,Hofgeismar-Beberbeck/Reinhardswald,Hessen
19445,20230131,20260112,202,50.8477,9.6856,Hersfeld,Hessen
19448,20230131,20260112,671,50.4859,10.0082,Ehrenberg/Rhön-Wüstensachsen,Hessen
19449,20230131,20260112,353,51.2308,8.9324,Vöhl-Hof Lauterbach,Hessen
19450,20230131,20260106,337,50.2119,8.105,Hohenstein/Untertaunus,Hessen
19576,20230901,20230908,249,49.8044,8.8582,Reinheim-Hundertmorgen,Hessen
19768,20230424,20260112,235,49.6672,8.0228,Kirchheimbolanden/Pfalz,Rheinland-Pfalz
19851,20231011,20260112,576,50.4111,7.043,Hohenleimbach,Rheinland-Pfalz
19852,20231011,20260112,106,50.008,8.154,Mainz (Lennebergwald),Rheinland-Pfalz
19856,20240801,20260112,625,47.6134,12.9819,Schönau am Königssee,Bayern
19858,20231114,20260112,233,49.8824,7.7763,Wallhausen/Gräfenbach,Rheinland-Pfalz
19859,20231114,20260112,132,49.8216,8.058,Wallertheim/Wiesbach,Rheinland-Pfalz
19860,20231114,20260112,356,49.5372,7.9002,Neumühle/Alsenz,Rheinland-Pfalz
19861,20231114,20260112,165,50.3544,7.3392,Kruft,Rheinland-Pfalz
19863,20231114,20260112,214,50.5891,7.0342,Gelsdorf/Altbach,Rheinland-Pfalz
19917,20240325,20260112,154,49.9321,8.0766,Schwabenheim a.d. Selz,Rheinland-Pfalz
20043,20251118,20260112,436,51.2926,7.5687,Hagen-Bölling,Nordrhein-Westfalen
20045,20251001,20260112,397,51.3077,7.4284,Hagen Hof-Wahl (Flugplatz),Nordrhein-Westfalen
20046,20251001,20260112,231,51.3631,7.419,Hagen-Geweke,Nordrhein-Westfalen
20048,20251001,20260112,94,51.3951,7.451,Hagen-Hengstey,Nordrhein-Westfalen
20052,20251001,20260112,96,51.3869,7.4119,Hagen-Werdringen,Nordrhein-Westfalen
20107,20250327,20260112,311,49.9687,6.8272,Wittlich-Bergweiler,Rheinland-Pfalz
20111,20250411,20260112,363,49.8495,6.5241,Eisenach/Eifel,Rheinland-Pfalz
20186,20250804,20260112,309,49.4836,7.8613,Mehlingen Lkrs. Kaierslautern,Rheinland-Pfalz
